Image Name,LMV Count,HMV Count
MVI_63544_img00659.jpg,6,0
MVI_40241_img01815.jpg,16,0
MVI_39771_img00372.jpg,6,1
MVI_20012_img00918.jpg,1,0
MVI_63521_img00207.jpg,6,1
MVI_40732_img02083.jpg,6,1
MVI_40162_img00119.jpg,9,0
MVI_40991_img00345.jpg,1,0
MVI_39931_img01050.jpg,4,0
MVI_20052_img00263.jpg,2,0
MVI_39781_img01865.jpg,2,2
MVI_40241_img00156.jpg,1,0
MVI_40131_img00615.jpg,2,0
MVI_40141_img01089.jpg,8,0
MVI_63552_img00612.jpg,1,0
MVI_40212_img01361.jpg,1,0
MVI_40171_img00655.jpg,1,0
MVI_63561_img00714.jpg,1,0
MVI_40981_img01095.jpg,4,1
MVI_40732_img00658.jpg,1,0
MVI_39781_img01244.jpg,1,1
MVI_41063_img00939.jpg,7,0
MVI_20034_img00078.jpg,15,1
MVI_39851_img00762.jpg,0,0
MVI_40243_img00570.jpg,2,0
MVI_40213_img00701.jpg,5,0
MVI_20061_img00578.jpg,13,1
MVI_39861_img00641.jpg,6,0
MVI_20012_img00573.jpg,1,1
MVI_39781_img00059.jpg,6,0
MVI_39761_img01173.jpg,4,1
MVI_39761_img00901.jpg,2,0
MVI_40243_img00022.jpg,1,0
MVI_40191_img02454.jpg,1,0
MVI_40201_img00251.jpg,1,0
MVI_40991_img00432.jpg,1,0
MVI_39821_img00583.jpg,10,0
MVI_63561_img00577.jpg,7,0
MVI_40732_img01273.jpg,1,0
MVI_40181_img00949.jpg,2,0
MVI_40981_img01617.jpg,9,1
MVI_40732_img00267.jpg,1,0
MVI_40241_img01268.jpg,1,0
MVI_63552_img00379.jpg,1,0
MVI_40152_img01221.jpg,9,0
MVI_40241_img01400.jpg,2,0
MVI_20062_img00122.jpg,2,0
MVI_40992_img00624.jpg,1,0
MVI_39811_img00092.jpg,6,0
MVI_63525_img00490.jpg,2,1
MVI_40244_img00353.jpg,10,0
MVI_20051_img00401.jpg,1,1
MVI_40963_img00221.jpg,2,0
MVI_63521_img00735.jpg,1,0
MVI_63563_img00584.jpg,6,0
MVI_63554_img00591.jpg,2,0
MVI_39861_img00089.jpg,3,0
MVI_63554_img00376.jpg,1,0
MVI_40211_img00719.jpg,2,0
MVI_40172_img02253.jpg,1,0
MVI_63561_img00099.jpg,8,1
MVI_40732_img01857.jpg,1,0
MVI_40204_img00876.jpg,14,0
MVI_40241_img00035.jpg,14,0
MVI_20065_img00402.jpg,2,0
MVI_40152_img00083.jpg,2,0
MVI_40211_img01164.jpg,5,0
MVI_40241_img01978.jpg,16,0
MVI_39761_img00612.jpg,5,1
MVI_40963_img00325.jpg,3,0
MVI_40161_img01019.jpg,1,0
MVI_40162_img01318.jpg,1,0
MVI_63562_img00561.jpg,2,0
MVI_20012_img00390.jpg,1,0
MVI_39761_img00224.jpg,8,0
MVI_40141_img00715.jpg,20,0
MVI_39761_img00972.jpg,6,1
MVI_40963_img01651.jpg,1,0
MVI_40211_img00735.jpg,3,0
MVI_41073_img01644.jpg,1,0
MVI_63562_img01004.jpg,9,1
MVI_20063_img00135.jpg,1,0
MVI_40963_img00878.jpg,2,0
MVI_63563_img01122.jpg,1,0
MVI_40732_img00372.jpg,6,0
MVI_40161_img00805.jpg,7,0
MVI_40171_img00888.jpg,1,0
MVI_40992_img01855.jpg,5,0
MVI_63525_img00442.jpg,1,0
MVI_40171_img00216.jpg,1,0
MVI_20033_img00031.jpg,14,0
MVI_40152_img01482.jpg,9,1
MVI_20062_img00591.jpg,2,0
MVI_39821_img00310.jpg,9,0
MVI_40192_img02130.jpg,17,0
MVI_20061_img00172.jpg,0,1
MVI_39761_img01322.jpg,1,0
MVI_39861_img00364.jpg,2,0
MVI_40152_img01505.jpg,9,1
MVI_40162_img00859.jpg,2,0
MVI_40201_img00909.jpg,1,0
MVI_39931_img00230.jpg,1,0
MVI_39761_img00632.jpg,1,0
MVI_63554_img01425.jpg,2,0
MVI_63562_img00462.jpg,5,0
MVI_40241_img00924.jpg,11,0
MVI_39861_img00668.jpg,6,0
MVI_40752_img01519.jpg,6,1
MVI_63563_img00011.jpg,1,0
MVI_40191_img02362.jpg,23,0
MVI_39931_img00742.jpg,0,0
MVI_20061_img00709.jpg,1,0
MVI_40962_img00744.jpg,2,0
MVI_20012_img00556.jpg,13,3
MVI_40201_img00098.jpg,20,2
MVI_40752_img01077.jpg,6,0
MVI_39931_img00796.jpg,5,0
MVI_40243_img00158.jpg,15,0
MVI_20052_img00324.jpg,17,1
MVI_63561_img00365.jpg,1,0
MVI_39781_img01832.jpg,2,2
MVI_40752_img00428.jpg,13,1
MVI_40192_img01239.jpg,1,0
MVI_40752_img01126.jpg,1,0
MVI_39821_img00450.jpg,1,0
MVI_20034_img00515.jpg,0,0
MVI_20064_img00506.jpg,1,0
MVI_40992_img01342.jpg,1,0
MVI_40181_img01014.jpg,3,0
MVI_41063_img00152.jpg,5,1
MVI_63553_img00572.jpg,1,0
MVI_40192_img01187.jpg,1,0
MVI_63525_img00895.jpg,3,2
MVI_39761_img00992.jpg,1,0
MVI_40152_img01242.jpg,7,1
MVI_40201_img00062.jpg,16,0
MVI_63525_img00761.jpg,1,1
MVI_40171_img01031.jpg,2,2
MVI_40162_img00582.jpg,7,1
MVI_40992_img00982.jpg,2,0
MVI_63544_img00498.jpg,5,1
MVI_39811_img00588.jpg,6,0
MVI_41063_img00222.jpg,1,0
MVI_40191_img00676.jpg,2,0
MVI_40201_img00319.jpg,1,0
MVI_40992_img01779.jpg,4,0
MVI_40161_img00653.jpg,1,0
MVI_40211_img00779.jpg,1,0
MVI_20065_img00840.jpg,1,0
MVI_40161_img00509.jpg,1,0
MVI_40992_img00361.jpg,6,0
MVI_63544_img00997.jpg,4,0
MVI_63544_img00051.jpg,2,0
MVI_40191_img00802.jpg,1,0
MVI_40992_img01283.jpg,2,0
MVI_20064_img00763.jpg,18,1
MVI_40171_img00767.jpg,1,2
MVI_63521_img01795.jpg,5,1
MVI_63521_img00348.jpg,1,0
MVI_20065_img00354.jpg,1,1
MVI_40752_img01954.jpg,7,0
MVI_40732_img00572.jpg,6,0
MVI_39781_img01087.jpg,1,0
MVI_40172_img02453.jpg,1,0
MVI_39851_img00984.jpg,2,1
MVI_40981_img00521.jpg,5,0
MVI_39931_img01172.jpg,3,0
MVI_63544_img00189.jpg,2,0
MVI_39781_img01525.jpg,7,4
MVI_39811_img00766.jpg,8,0
MVI_40241_img00854.jpg,1,0
MVI_40212_img01619.jpg,1,0
MVI_40992_img01264.jpg,3,0
MVI_20051_img00824.jpg,14,2
MVI_40161_img01281.jpg,1,0
MVI_41063_img00985.jpg,6,0
MVI_39781_img00598.jpg,4,0
MVI_40141_img00842.jpg,18,0
MVI_20061_img00782.jpg,1,0
MVI_39851_img00258.jpg,3,0
MVI_39761_img01030.jpg,4,0
MVI_40871_img01159.jpg,1,0
MVI_63553_img00819.jpg,1,0
MVI_20033_img00460.jpg,1,0
MVI_63521_img01622.jpg,4,1
MVI_40752_img01203.jpg,8,1
MVI_40131_img01310.jpg,1,0
MVI_40751_img01105.jpg,10,1
MVI_39781_img00947.jpg,8,2
MVI_40732_img01349.jpg,2,0
MVI_40992_img00820.jpg,1,0
MVI_20062_img00318.jpg,1,0
MVI_40752_img01168.jpg,4,1
MVI_63525_img00019.jpg,1,0
MVI_41073_img00895.jpg,7,0
MVI_63552_img00692.jpg,2,0
MVI_40162_img00192.jpg,1,0
MVI_39851_img00455.jpg,4,0
MVI_40181_img00514.jpg,2,2
MVI_40211_img00655.jpg,2,0
MVI_40152_img00049.jpg,13,0
MVI_40213_img01567.jpg,1,0
MVI_40243_img00938.jpg,1,0
MVI_40213_img01153.jpg,1,0
MVI_40962_img01691.jpg,2,1
MVI_40751_img00260.jpg,2,1
MVI_63521_img00409.jpg,5,2
MVI_63521_img01927.jpg,1,0
MVI_40152_img01268.jpg,1,0
MVI_63521_img00216.jpg,5,1
MVI_40161_img00058.jpg,8,2
MVI_40171_img00940.jpg,1,0
MVI_40192_img00939.jpg,20,1
MVI_40871_img00389.jpg,23,1
MVI_20034_img00182.jpg,1,1
MVI_39851_img00972.jpg,1,1
MVI_40162_img00795.jpg,2,0
MVI_40732_img00454.jpg,1,0
MVI_39801_img00864.jpg,8,1
MVI_63552_img00559.jpg,9,1
MVI_39821_img00842.jpg,1,0
MVI_40243_img00470.jpg,13,0
MVI_40241_img02227.jpg,17,0
MVI_40181_img00727.jpg,5,0
MVI_63561_img00097.jpg,2,0
MVI_40212_img00936.jpg,2,0
MVI_40991_img01685.jpg,2,0
MVI_20065_img00627.jpg,1,0
MVI_40732_img01633.jpg,1,1
MVI_41063_img00914.jpg,2,0
MVI_40181_img00648.jpg,5,1
MVI_63544_img00665.jpg,4,0
MVI_63544_img00319.jpg,2,0
MVI_40162_img01593.jpg,1,0
MVI_40244_img00217.jpg,3,0
MVI_40963_img00428.jpg,3,0
MVI_39781_img00094.jpg,8,0
MVI_20033_img00698.jpg,2,0
MVI_40162_img00532.jpg,7,0
MVI_40981_img01652.jpg,6,0
MVI_39781_img00906.jpg,8,1
MVI_40152_img01675.jpg,2,0
MVI_39931_img00921.jpg,3,0
MVI_40192_img01809.jpg,17,1
MVI_20062_img00110.jpg,1,0
MVI_40172_img00908.jpg,5,0
MVI_20052_img00152.jpg,1,0
MVI_40981_img00001.jpg,1,0
MVI_63552_img00353.jpg,5,0
MVI_40162_img01026.jpg,1,0
MVI_63552_img00652.jpg,1,0
MVI_63552_img00937.jpg,2,0
MVI_63562_img00477.jpg,5,0
MVI_63552_img00267.jpg,2,0
MVI_40992_img02111.jpg,1,0
MVI_39761_img00385.jpg,0,1
MVI_40751_img00510.jpg,1,1
MVI_40751_img00685.jpg,2,0
MVI_63544_img00338.jpg,1,0
MVI_40244_img00306.jpg,1,0
MVI_63521_img00981.jpg,5,1
MVI_39861_img00072.jpg,0,1
MVI_40211_img00221.jpg,0,0
MVI_20034_img00470.jpg,1,0
MVI_40732_img01728.jpg,4,1
MVI_63525_img00743.jpg,0,1
MVI_40191_img01984.jpg,16,0
MVI_20061_img00385.jpg,2,0
MVI_63554_img01346.jpg,5,0
MVI_63562_img00649.jpg,3,0
MVI_20061_img00744.jpg,3,0
MVI_40152_img01046.jpg,12,0
MVI_40991_img01643.jpg,0,0
MVI_40192_img01685.jpg,1,0
MVI_40204_img00908.jpg,12,0
MVI_63553_img00529.jpg,1,0
MVI_20065_img00919.jpg,4,0
MVI_40243_img00040.jpg,2,0
MVI_63553_img00066.jpg,1,0
MVI_63561_img01064.jpg,1,0
MVI_40213_img00057.jpg,1,0
MVI_40141_img00307.jpg,1,0
MVI_40162_img01399.jpg,1,0
MVI_40981_img01209.jpg,1,0
MVI_20065_img00138.jpg,4,1
MVI_40963_img01555.jpg,9,0
MVI_40192_img02027.jpg,22,0
MVI_40871_img00159.jpg,5,0
MVI_40981_img01972.jpg,2,0
MVI_20063_img00174.jpg,3,1
MVI_40991_img01022.jpg,2,0
MVI_63561_img00765.jpg,7,0
MVI_20033_img00129.jpg,0,0
MVI_40962_img01593.jpg,4,0
MVI_20061_img00448.jpg,3,0
MVI_40732_img01977.jpg,6,1
MVI_40161_img01045.jpg,8,0
MVI_40992_img01835.jpg,1,0
MVI_40991_img01750.jpg,1,0
MVI_20061_img00768.jpg,4,0
MVI_39781_img00396.jpg,1,0
MVI_39851_img00465.jpg,3,0
MVI_20065_img00659.jpg,3,0
MVI_40871_img01310.jpg,4,0
MVI_40161_img00306.jpg,7,2
MVI_40161_img01402.jpg,9,1
MVI_63553_img00390.jpg,7,0
MVI_40992_img01627.jpg,0,0
MVI_40241_img01189.jpg,14,0
MVI_40172_img02481.jpg,1,0
MVI_63521_img00124.jpg,1,0
MVI_20052_img00213.jpg,0,1
MVI_40241_img00594.jpg,1,0
MVI_39811_img00438.jpg,6,0
MVI_63553_img00696.jpg,1,0
MVI_40211_img01569.jpg,1,0
MVI_39811_img00350.jpg,7,0
MVI_63561_img00919.jpg,8,0
MVI_39811_img00274.jpg,7,0
MVI_40131_img01089.jpg,0,1
MVI_40981_img00960.jpg,1,0
MVI_40131_img01480.jpg,14,0
MVI_40191_img00663.jpg,2,0
MVI_40241_img01856.jpg,2,0
MVI_63521_img01836.jpg,2,0
MVI_63562_img00547.jpg,2,0
MVI_63553_img00345.jpg,8,0
MVI_40171_img00111.jpg,3,1
MVI_40244_img00368.jpg,8,0
MVI_63544_img00850.jpg,8,0
MVI_40161_img01234.jpg,10,0
